ランダムタスク
Thread ID: 2272969140
Total: 0.001526

 %self     total     self     wait    child    calls  name
  1.25      0.00     0.00     0.00     0.00        1  WCBT#AB
  1.25      0.00     0.00     0.00     0.00       16  String#==
  1.25      0.00     0.00     0.00     0.00        2  Task#get_long_resource_array
  1.11      0.00     0.00     0.00     0.00       15  Kernel#==
  1.04      0.00     0.00     0.00     0.00       13  Fixnum#<=>
  1.04      0.00     0.00     0.00     0.00        3  WCBT#partition
  0.97      0.00     0.00     0.00     0.00        7  Array#size
  0.83      0.00     0.00     0.00     0.00        4  Kernel#respond_to?
  0.76      0.00     0.00     0.00     0.00        3  Enumerable#min
  0.76      0.00     0.00     0.00     0.00        2  Task#get_short_resource_array
  0.76      0.00     0.00     0.00     0.00        1  WCBT#LB
  0.76      0.00     0.00     0.00     0.00       10  Fixnum#*
  0.69      0.00     0.00     0.00     0.00        1  WCBT#procList
  0.69      0.00     0.00     0.00     0.00        4  <Module::Term::ANSIColor>#coloring?
  0.62      0.00     0.00     0.00     0.00        6  String#<<
  0.62      0.00     0.00     0.00     0.00        1  WCBT#lowest_priority_task
  0.55      0.00     0.00     0.00     0.00        3  Array#+
  0.55      0.00     0.00     0.00     0.00        1  WCBT#show_blocktime_120409
  0.48      0.00     0.00     0.00     0.00        6  Float#to_f
  0.48      0.00     0.00     0.00     0.00        1  WCBT#DB
  0.42      0.00     0.00     0.00     0.00        1  WCBT#BB
  0.42      0.00     0.00     0.00     0.00        8  <Class::Object>#allocate
  0.28      0.00     0.00     0.00     0.00        4  Array#[]
  0.28      0.00     0.00     0.00     0.00        2  Kernel#block_given?
  0.28      0.00     0.00     0.00     0.00        3  Float#/
  0.21      0.00     0.00     0.00     0.00        2  String#to_str
  0.21      0.00     0.00     0.00     0.00        2  Fixnum#<
  0.21      0.00     0.00     0.00     0.00        1  Array#sort
  0.21      0.00     0.00     0.00     0.00        1  Array#uniq
  0.21      0.00     0.00     0.00     0.00        3  Float#ceil
  0.14      0.00     0.00     0.00     0.00        3  Integer#to_i
  0.14      0.00     0.00     0.00     0.00        1  Array#uniq!
  0.14      0.00     0.00     0.00     0.00        1  String#to_s
  0.07      0.00     0.00     0.00     0.00        3  Fixnum#-


Thread ID: 2272969140
Total: 0.001261

 %self     total     self     wait    child    calls  name
 30.53      0.00     0.00     0.00     0.00       49  Array#each
  5.39      0.00     0.00     0.00     0.00        3  WCBT#sbgp
  5.15      0.00     0.00     0.00     0.00        3  WCBT#wcsxg
  3.73      0.00     0.00     0.00     0.00       43  Fixnum#==
  3.49      0.00     0.00     0.00     0.00        6  Array#sort!
  3.41      0.00     0.00     0.00     0.00        8  Task#get_all_require
  3.33      0.00     0.00     0.00     0.00       29  Array#<<
  2.70      0.00     0.00     0.00     0.00        6  Integer#upto
  2.22      0.00     0.00     0.00     0.00        1  WCBT#set_blocktime
  2.22      0.00     0.00     0.00     0.00        3  WCBT#wcspg
  2.06      0.00     0.00     0.00     0.00        4  WCBT#SR
  1.82      0.00     0.00     0.00     0.00        1  Term::ANSIColor#blue
  1.82      0.00     0.00     0.00     0.00        1  Term::ANSIColor#magenta
  1.74      0.00     0.00     0.00     0.00        6  ReqTuple#initialize
  1.67      0.00     0.00     0.00     0.00       15  Kernel#==
  1.67      0.00     0.00     0.00     0.00        1  WCBT#sbg
  1.59      0.00     0.00     0.00     0.00        1  WCBT#AB
  1.59      0.00     0.00     0.00     0.00       14  String#==
  1.43      0.00     0.00     0.00     0.00        1  WCBT#SB
  1.35      0.00     0.00     0.00     0.00        6  Class#new
  1.27      0.00     0.00     0.00     0.00        8  Array#==
  1.11      0.00     0.00     0.00     0.00        5  Object#print_debug
  1.11      0.00     0.00     0.00     0.00        2  Task#get_long_resource_array
  1.11      0.00     0.00     0.00     0.00        3  WCBT#partition
  1.03      0.00     0.00     0.00     0.00        9  Fixnum#<=>
  1.03      0.00     0.00     0.00     0.00       17  Fixnum#+
  0.95      0.00     0.00     0.00     0.00        1  WCBT#LB
  0.87      0.00     0.00     0.00     0.00        2  Task#get_short_resource_array
  0.87      0.00     0.00     0.00     0.00        1  WCBT#show_blocktime_120409
  0.79      0.00     0.00     0.00     0.00        1  WCBT#lowest_priority_task
  0.79      0.00     0.00     0.00     0.00        1  WCBT#procList
  0.79      0.00     0.00     0.00     0.00        7  Array#size
  0.71      0.00     0.00     0.00     0.00        6  String#<<
  0.71      0.00     0.00     0.00     0.00       11  Fixnum#to_s
  0.71      0.00     0.00     0.00     0.00        4  <Module::Term::ANSIColor>#coloring?
  0.56      0.00     0.00     0.00     0.00        3  Enumerable#min
  0.56      0.00     0.00     0.00     0.00        1  WCBT#BB
  0.56      0.00     0.00     0.00     0.00        1  WCBT#DB
  0.56      0.00     0.00     0.00     0.00        6  Fixnum#*
  0.48      0.00     0.00     0.00     0.00        4  Kernel#respond_to?
  0.48      0.00     0.00     0.00     0.00        6  <Class::Object>#allocate
  0.40      0.00     0.00     0.00     0.00        4  Array#[]
  0.32      0.00     0.00     0.00     0.00        3  Fixnum#-
  0.32      0.00     0.00     0.00     0.00        3  Float#ceil
  0.32      0.00     0.00     0.00     0.00        1  Array#sort
  0.32      0.00     0.00     0.00     0.00        3  Float#/
  0.32      0.00     0.00     0.00     0.00        1  Array#uniq!
  0.32      0.00     0.00     0.00     0.00        2  Fixnum#<
  0.32      0.00     0.00     0.00     0.00        6  Float#to_f
  0.32      0.00     0.00     0.00     0.00        3  Array#+
  0.24      0.00     0.00     0.00     0.00        2  String#to_str
  0.24      0.00     0.00     0.00     0.00        2  Kernel#block_given?
  0.24      0.00     0.00     0.00     0.00        1  Array#uniq
  0.24      0.00     0.00     0.00     0.00        3  Integer#to_i
  0.16      0.00     0.00     0.00     0.00        1  String#to_s


Thread ID: 2272969140
Total: 0.001263

 %self     total     self     wait    child    calls  name
 30.72      0.00     0.00     0.00     0.00       51  Array#each
  5.15      0.00     0.00     0.00     0.00        6  Array#sort!
  4.91      0.00     0.00     0.00     0.00        3  WCBT#wcsxg
  4.75      0.00     0.00     0.00     0.00        3  WCBT#sbgp
  3.40      0.00     0.00     0.00     0.00        8  Task#get_all_require
  3.33      0.00     0.00     0.00     0.00       45  Fixnum#==
  2.93      0.00     0.00     0.00     0.00       31  Array#<<
  2.77      0.00     0.00     0.00     0.00        6  Integer#upto
  2.22      0.00     0.00     0.00     0.00        4  WCBT#SR
  2.14      0.00     0.00     0.00     0.00        8  ReqTuple#initialize
  1.98      0.00     0.00     0.00     0.00        8  Class#new
  1.90      0.00     0.00     0.00     0.00        3  WCBT#wcspg
  1.74      0.00     0.00     0.00     0.00        1  Term::ANSIColor#blue
  1.66      0.00     0.00     0.00     0.00        1  Term::ANSIColor#magenta
  1.66      0.00     0.00     0.00     0.00        1  WCBT#set_blocktime
  1.50      0.00     0.00     0.00     0.00       17  Fixnum#+
  1.50      0.00     0.00     0.00     0.00       16  String#==
  1.43      0.00     0.00     0.00     0.00       15  Kernel#==
  1.43      0.00     0.00     0.00     0.00        1  WCBT#AB
  1.35      0.00     0.00     0.00     0.00        5  Object#print_debug
  1.35      0.00     0.00     0.00     0.00        8  Array#==
  1.27      0.00     0.00     0.00     0.00       11  Fixnum#to_s
  1.19      0.00     0.00     0.00     0.00        3  WCBT#partition
  1.19      0.00     0.00     0.00     0.00       13  Fixnum#<=>
  1.11      0.00     0.00     0.00     0.00        1  WCBT#SB
  1.11      0.00     0.00     0.00     0.00        2  Task#get_short_resource_array
  1.11      0.00     0.00     0.00     0.00        1  WCBT#sbg
  1.03      0.00     0.00     0.00     0.00        7  Array#size
  0.87      0.00     0.00     0.00     0.00        2  Task#get_long_resource_array
  0.87      0.00     0.00     0.00     0.00        1  WCBT#procList
  0.79      0.00     0.00     0.00     0.00        6  String#<<
  0.71      0.00     0.00     0.00     0.00       10  Fixnum#*
  0.71      0.00     0.00     0.00     0.00        1  WCBT#LB
  0.71      0.00     0.00     0.00     0.00        3  Enumerable#min
  0.63      0.00     0.00     0.00     0.00        4  <Module::Term::ANSIColor>#coloring?
  0.63      0.00     0.00     0.00     0.00        1  WCBT#lowest_priority_task
  0.63      0.00     0.00     0.00     0.00        8  <Class::Object>#allocate
  0.63      0.00     0.00     0.00     0.00        1  WCBT#show_blocktime_120409
  0.55      0.00     0.00     0.00     0.00        1  WCBT#DB
  0.55      0.00     0.00     0.00     0.00        6  Float#to_f
  0.48      0.00     0.00     0.00     0.00        4  Kernel#respond_to?
  0.40      0.00     0.00     0.00     0.00        1  WCBT#BB
  0.40      0.00     0.00     0.00     0.00        4  Array#[]
  0.32      0.00     0.00     0.00     0.00        1  Array#uniq
  0.24      0.00     0.00     0.00     0.00        1  Array#uniq!
  0.24      0.00     0.00     0.00     0.00        3  Array#+
  0.24      0.00     0.00     0.00     0.00        3  Float#/
  0.24      0.00     0.00     0.00     0.00        2  String#to_str
  0.24      0.00     0.00     0.00     0.00        3  Float#ceil
  0.24      0.00     0.00     0.00     0.00        3  Integer#to_i
  0.24      0.00     0.00     0.00     0.00        2  Fixnum#<
  0.16      0.00     0.00     0.00     0.00        3  Fixnum#-
  0.16      0.00     0.00     0.00     0.00        1  Array#sort
  0.16      0.00     0.00     0.00     0.00        2  Kernel#block_given?
  0.16      0.00     0.00     0.00     0.00        1  String#to_s


Thread ID: 2272969140
Total: 0.001420

 %self     total     self     wait    child    calls  name
 30.99      0.00     0.00     0.00     0.00       49  Array#each
  5.28      0.00     0.00     0.00     0.00        3  WCBT#sbgp
  4.58      0.00     0.00     0.00     0.00        3  WCBT#wcsxg
  3.66      0.00     0.00     0.00     0.00        8  Task#get_all_require
  3.59      0.00     0.00     0.00     0.00       43  Fixnum#==
  3.52      0.00     0.00     0.00     0.00        6  Array#sort!
  3.38      0.00     0.00     0.00     0.00       29  Array#<<
  2.18      0.00     0.00     0.00     0.00        3  WCBT#wcspg
  2.18      0.00     0.00     0.00     0.00        6  Integer#upto
  2.11      0.00     0.00     0.00     0.00        4  WCBT#SR
  1.97      0.00     0.00     0.00     0.00        1  WCBT#set_blocktime
  1.90      0.00     0.00     0.00     0.00        1  WCBT#SB
  1.62      0.00     0.00     0.00     0.00        6  ReqTuple#initialize
  1.55      0.00     0.00     0.00     0.00        8  Array#==
  1.55      0.00     0.00     0.00     0.00        1  WCBT#sbg
  1.55      0.00     0.00     0.00     0.00        1  WCBT#AB
  1.48      0.00     0.00     0.00     0.00       15  Kernel#==
  1.48      0.00     0.00     0.00     0.00        1  Term::ANSIColor#blue
  1.41      0.00     0.00     0.00     0.00       14  String#==
  1.34      0.00     0.00     0.00     0.00        1  Term::ANSIColor#magenta
  1.27      0.00     0.00     0.00     0.00       17  Fixnum#+
  1.27      0.00     0.00     0.00     0.00       11  Fixnum#to_s
  1.27      0.00     0.00     0.00     0.00        3  WCBT#partition
  1.27      0.00     0.00     0.00     0.00        2  Task#get_long_resource_array
  1.20      0.00     0.00     0.00     0.00        6  Fixnum#*
  1.13      0.00     0.00     0.00     0.00        5  Object#print_debug
  1.13      0.00     0.00     0.00     0.00        6  Class#new
  1.06      0.00     0.00     0.00     0.00        2  Task#get_short_resource_array
  0.99      0.00     0.00     0.00     0.00        9  Fixnum#<=>
  0.92      0.00     0.00     0.00     0.00        1  WCBT#procList
  0.85      0.00     0.00     0.00     0.00        1  WCBT#lowest_priority_task
  0.85      0.00     0.00     0.00     0.00        7  Array#size
  0.70      0.00     0.00     0.00     0.00        6  String#<<
  0.70      0.00     0.00     0.00     0.00        1  WCBT#LB
  0.70      0.00     0.00     0.00     0.00        6  <Class::Object>#allocate
  0.63      0.00     0.00     0.00     0.00        1  WCBT#BB
  0.63      0.00     0.00     0.00     0.00        1  WCBT#show_blocktime_120409
  0.56      0.00     0.00     0.00     0.00        6  Float#to_f
  0.56      0.00     0.00     0.00     0.00        4  <Module::Term::ANSIColor>#coloring?
  0.49      0.00     0.00     0.00     0.00        4  Array#[]
  0.49      0.00     0.00     0.00     0.00        3  Enumerable#min
  0.42      0.00     0.00     0.00     0.00        4  Kernel#respond_to?
  0.35      0.00     0.00     0.00     0.00        3  Integer#to_i
  0.35      0.00     0.00     0.00     0.00        1  WCBT#DB
  0.28      0.00     0.00     0.00     0.00        3  Fixnum#-
  0.28      0.00     0.00     0.00     0.00        3  Array#+
  0.28      0.00     0.00     0.00     0.00        3  Float#ceil
  0.28      0.00     0.00     0.00     0.00        2  String#to_str
  0.28      0.00     0.00     0.00     0.00        1  Array#sort
  0.28      0.00     0.00     0.00     0.00        1  Array#uniq!
  0.28      0.00     0.00     0.00     0.00        1  Array#uniq
  0.28      0.00     0.00     0.00     0.00        3  Float#/
  0.28      0.00     0.00     0.00     0.00        2  Kernel#block_given?
  0.21      0.00     0.00     0.00     0.00        2  Fixnum#<
  0.14      0.00     0.00     0.00     0.00        1  String#to_s


Thread ID: 2272969140
Total: 0.001171

 %self     total     self     wait    child    calls  name
 29.89      0.00     0.00     0.00     0.00       49  Array#each
  5.47      0.00     0.00     0.00     0.00        3  WCBT#sbgp
  4.36      0.00     0.00     0.00     0.00        3  WCBT#wcsxg
  4.01      0.00     0.00     0.00     0.00        8  Task#get_all_require
  3.42      0.00     0.00     0.00     0.00        6  Array#sort!
  3.42      0.00     0.00     0.00     0.00       43  Fixnum#==
  3.07      0.00     0.00     0.00     0.00       29  Array#<<
  2.90      0.00     0.00     0.00     0.00        6  Integer#upto
  2.05      0.00     0.00     0.00     0.00        3  WCBT#wcspg
  2.05      0.00     0.00     0.00     0.00        4  WCBT#SR
  1.79      0.00     0.00     0.00     0.00       15  Kernel#==
  1.79      0.00     0.00     0.00     0.00        6  ReqTuple#initialize
  1.71      0.00     0.00     0.00     0.00        1  WCBT#SB
  1.71      0.00     0.00     0.00     0.00        1  Term::ANSIColor#magenta
  1.71      0.00     0.00     0.00     0.00        1  Term::ANSIColor#blue
  1.62      0.00     0.00     0.00     0.00        1  WCBT#set_blocktime
